                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                         "12778"          2.0000000000000000E+000          8.5068950041122882E-001          1.8172620000000001E+005                       "gfortran"                          "9.2.0"            "x86_64-macos-20.4.1"                       "20220420" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                             380          3.7294268670842417E+007          1.8174356904830583E+005          1.9139732767713736E+004          1.5906755766642429E+000          3.7394777609767553E+000          8.6970771319968626E+003          5.8928584877081048E+003         -9.9816553959570098E-001         -9.9999810457575200E-001          1.9998637779770141E+000          8.5068950041104219E-001         -9.8999999999999986E+001         -1.0903948075171211E+001         -2.0355843645955797E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0903948075171211E+001         -2.0355843645955797E+001          1.0000000000000000E+000         -3.5326810542332756E-010          8.3207360403664966E+053         -4.9084416250827957E+034          0.0000000000000000E+000          0.0000000000000000E+000         -4.9084416250827957E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             385          3.7623413771219991E+007          1.8174410173562274E+005          1.9139760816807426E+004          1.5906755766645277E+000          3.7394699496986630E+000          8.6970863178261043E+003          5.8928702795223717E+003         -9.9814824969089955E-001         -9.9999810458008753E-001          1.9998596005237774E+000          8.5068950041104008E-001         -9.8999999999999986E+001         -1.0891553664119392E+001         -2.0355844731668814E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0891553664119392E+001         -2.0355844731668814E+001          1.0000000000000000E+000         -3.4332776982550572E-010          8.3207308533742123E+053         -5.0505574357376965E+034          0.0000000000000000E+000          0.0000000000000000E+000         -5.0505574357376965E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             390          3.7946149871438831E+007          1.8174463892535056E+005          1.9139789102937666E+004          1.5906755766648180E+000          3.7394620724324015E+000          8.6970955812751163E+003          5.8928821709942222E+003         -9.9813120289476009E-001         -9.9999810458450322E-001          1.9998553877802199E+000          8.5068950041103786E-001         -9.8999999999999986E+001         -1.0879456845433550E+001         -2.0355850229044400E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0879456845433550E+001         -2.0355850229044400E+001          1.0000000000000000E+000         -3.3389246347095255E-010          8.3207256225478066E+053         -5.1932283189926663E+034          0.0000000000000000E+000          0.0000000000000000E+000         -5.1932283189926663E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             395          3.8262370732420787E+007          1.8174517990290874E+005          1.9139817588476701E+004          1.5906755766651131E+000          3.7394541396572736E+000          8.6971049100209748E+003          5.8928941463051524E+003         -9.9811426674623649E-001         -9.9999810458898875E-001          1.9998511453506460E+000          8.5068950041103575E-001         -9.8999999999999986E+001         -1.0867664546558075E+001         -2.0355859796896919E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0867664546558075E+001         -2.0355859796896919E+001          1.0000000000000000E+000         -3.2494117731818135E-010          8.3207203548456014E+053         -5.3361866036986585E+034          0.0000000000000000E+000          0.0000000000000000E+000         -5.3361866036986585E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             400          3.8575090876654491E+007          1.8174572946043490E+005          1.9139846525756318E+004          1.5906755766654175E+000          3.7394460811036492E+000          8.6971143866996845E+003          5.8929063115356266E+003         -9.9809754237090453E-001         -9.9999810459358096E-001          1.9998468356550210E+000          8.5068950041103353E-001         -9.8999999999999986E+001         -1.0856088911747332E+001         -2.0355873200336678E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0856088911747332E+001         -2.0355873200336678E+001          1.0000000000000000E+000         -3.1638487342636307E-010          8.3207150036050075E+053         -5.4803457201914329E+034          0.0000000000000000E+000          0.0000000000000000E+000         -5.4803457201914329E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             405          3.8878720459342711E+007          1.8174627723205823E+005          1.9139875368954621E+004          1.5906755766657199E+000          3.7394380487743653E+000          8.6971238325597424E+003          5.8929184372222935E+003         -9.9808123633811163E-001         -9.9999810459818961E-001          1.9998425399841127E+000          8.5068950041103142E-001         -9.8999999999999986E+001         -1.0844879179750853E+001         -2.0355889982951400E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0844879179750853E+001         -2.0355889982951400E+001          1.0000000000000000E+000         -3.0831112560133667E-010          8.3207096697624522E+053         -5.6236592396532531E+034          0.0000000000000000E+000          0.0000000000000000E+000         -5.6236592396532531E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             410          3.9175287573628321E+007          1.8174682601653956E+005          1.9139904265441903E+004          1.5906755766660234E+000          3.7394300016293038E+000          8.6971332958634612E+003          5.8929305853196320E+003         -9.9806527004258738E-001         -9.9999810460283423E-001          1.9998382363897618E+000          8.5068950041102920E-001         -9.8999999999999986E+001         -1.0833950866297334E+001         -2.0355909764811091E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0833950866297334E+001         -2.0355909764811091E+001          1.0000000000000000E+000         -3.0063608101587128E-010          8.3207043260654062E+053         -5.7669823458698776E+034          0.0000000000000000E+000          0.0000000000000000E+000         -5.7669823458698776E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             415          3.9466632325666383E+007          1.8174737864964240E+005          1.9139933364535933E+004          1.5906755766663314E+000          3.7394218980864991E+000          8.6971428255107658E+003          5.8929428186010264E+003         -9.9804936730548433E-001         -9.9999810460753669E-001          1.9998339026340253E+000          8.5068950041102698E-001         -9.8999999999999986E+001         -1.0823282715170643E+001         -2.0355932442580858E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0823282715170643E+001         -2.0355932442580858E+001          1.0000000000000000E+000         -2.9332580592631111E-010          8.3206989449011841E+053         -5.9104166009053757E+034          0.0000000000000000E+000          0.0000000000000000E+000         -5.9104166009053757E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             420          3.9751091791007116E+007          1.8174793141662786E+005          1.9139962470635342E+004          1.5906755766666389E+000          3.7394137926174786E+000          8.6971523574441908E+003          5.8929550548355910E+003         -9.9803401993290908E-001         -9.9999810461226168E-001          1.9998295678481550E+000          8.5068950041102487E-001         -9.8999999999999986E+001         -1.0812927373777576E+001         -2.0355957628173002E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0812927373777576E+001         -2.0355957628173002E+001          1.0000000000000000E+000         -2.8639784487101429E-010          8.3206935624414916E+053         -6.0530568921469916E+034          0.0000000000000000E+000          0.0000000000000000E+000         -6.0530568921469916E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             425          4.0030080140583478E+007          1.8174848639979688E+005          1.9139991693383985E+004          1.5906755766669483E+000          3.7394056546887686E+000          8.6971619275708581E+003          5.8929673401177652E+003         -9.9801889093941987E-001         -9.9999810461702510E-001          1.9998252157029166E+000          8.5068950041102265E-001         -9.8999999999999986E+001         -1.0802872148625941E+001         -2.0355985188130855E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0802872148625941E+001         -2.0355985188130855E+001          1.0000000000000000E+000         -2.7982528869620532E-010          8.3206881584103744E+053         -6.1948573052191878E+034          0.0000000000000000E+000          0.0000000000000000E+000         -6.1948573052191878E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             430          4.0302709591678068E+007          1.8174904123908351E+005          1.9140020908511869E+004          1.5906755766672587E+000          3.7393975189071176E+000          8.6971714951936738E+003          5.8929796222043306E+003         -9.9800399801114448E-001         -9.9999810462180450E-001          1.9998208647059204E+000          8.5068950041102054E-001         -9.8999999999999986E+001         -1.0793070075743950E+001         -2.0356014798895718E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0793070075743950E+001         -2.0356014798895718E+001          1.0000000000000000E+000         -2.7356168925006546E-010          8.3206827557885263E+053         -6.3362850382565379E+034          0.0000000000000000E+000          0.0000000000000000E+000         -6.3362850382565379E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             435          4.0570340914728507E+007          1.8174959822851419E+005          1.9140050236810977E+004          1.5906755766675709E+000          3.7393893516347045E+000          8.6971810998706042E+003          5.8929919518764709E+003         -9.9798919556868093E-001         -9.9999810462661687E-001          1.9998164968677374E+000          8.5068950041101832E-001         -9.8999999999999986E+001         -1.0783434518658998E+001         -2.0356046347089279E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0783434518658998E+001         -2.0356046347089279E+001          1.0000000000000000E+000         -2.6753966046495044E-010          8.3206773322384263E+053         -6.4784571979114632E+034          0.0000000000000000E+000          0.0000000000000000E+000         -6.4784571979114632E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             440          4.0835379521341056E+007          1.8175016214322564E+005          1.9140079929715201E+004          1.5906755766678913E+000          3.7393810828534391E+000          8.6971908239430995E+003          5.8930044348376805E+003         -9.9797445359605086E-001         -9.9999810463150285E-001          1.9998120747428512E+000          8.5068950041101621E-001         -9.8999999999999986E+001         -1.0773867984449913E+001         -2.0356079963520553E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0773867984449913E+001         -2.0356079963520553E+001          1.0000000000000000E+000         -2.6169053853195571E-010          8.3206718412635020E+053         -6.6227669903890842E+034          0.0000000000000000E+000          0.0000000000000000E+000         -6.6227669903890842E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             445          4.1095522040269345E+007          1.8175072780311038E+005          1.9140109714465161E+004          1.5906755766682137E+000          3.7393727885210466E+000          8.6972005780855434E+003          5.8930169564195130E+003         -9.9795966446342865E-001         -9.9999810463641503E-001          1.9998076389532815E+000          8.5068950041101399E-001         -9.8999999999999986E+001         -1.0764508469598203E+001         -2.0356115347012970E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0764508469598203E+001         -2.0356115347012970E+001          1.0000000000000000E+000         -2.5609029628047276E-010          8.3206663333039517E+053         -6.7670649052094861E+034          0.0000000000000000E+000          0.0000000000000000E+000         -6.7670649052094861E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             450          4.1350755699680045E+007          1.8175129467588171E+005          1.9140139563033004E+004          1.5906755766685376E+000          3.7393644764428107E+000          8.6972103531190824E+003          5.8930295048390535E+003         -9.9794551923470420E-001         -9.9999810464134742E-001          1.9998031936732750E+000          8.5068950041101177E-001         -9.8999999999999986E+001         -1.0755412389353184E+001         -2.0356152207853437E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0755412389353184E+001         -2.0356152207853437E+001          1.0000000000000000E+000         -2.5076110879540112E-010          8.3206608135428389E+053         -6.9103139184469278E+034          0.0000000000000000E+000          0.0000000000000000E+000         -6.9103139184469278E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             455          4.1600690030556545E+007          1.8175186134913543E+005          1.9140169401048774E+004          1.5906755766688614E+000          3.7393561673289786E+000          8.6972201246884688E+003          5.8930420488309883E+003         -9.9793164776568033E-001         -9.9999810464628736E-001          1.9997987499786249E+000          8.5068950041100966E-001         -9.8999999999999986E+001         -1.0746551110740031E+001         -2.0356190353828612E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0746551110740031E+001         -2.0356190353828612E+001          1.0000000000000000E+000         -2.4567488244299312E-010          8.3206552957330804E+053         -7.0527811767739426E+034          0.0000000000000000E+000          0.0000000000000000E+000         -7.0527811767739426E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             460          4.1847174375271514E+007          1.8175243153674953E+005          1.9140199424065198E+004          1.5906755766691911E+000          3.7393478067233907E+000          8.6972299568346298E+003          5.8930546706063633E+003         -9.9791798735989123E-001         -9.9999810465126526E-001          1.9997942787463006E+000          8.5068950041100833E-001         -9.8999999999999986E+001         -1.0737928949624811E+001         -2.0356229843276882E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0737928949624811E+001         -2.0356229843276882E+001          1.0000000000000000E+000         -2.4082363443708665E-010          8.3206497437119554E+053         -7.1942236197310823E+034          0.0000000000000000E+000          0.0000000000000000E+000         -7.1942236197310823E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             465          4.2089461542822152E+007          1.8175300313612021E+005          1.9140229521369864E+004          1.5906755766695251E+000          3.7393394254568375E+000          8.6972398133005954E+003          5.8930673236214188E+003         -9.9790450060573754E-001         -9.9999810465626193E-001          1.9997897964645381E+000          8.5068950041100766E-001         -9.8999999999999986E+001         -1.0729476784997713E+001         -2.0356270576335969E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0729476784997713E+001         -2.0356270576335969E+001          1.0000000000000000E+000         -2.3615992850335863E-010          8.3206441779530308E+053         -7.3356307679673259E+034          0.0000000000000000E+000          0.0000000000000000E+000         -7.3356307679673259E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             470          4.2327555404589362E+007          1.8175357567603371E+005          1.9140259668150935E+004          1.5906755766698595E+000          3.7393310304388940E+000          8.6972496859607709E+003          5.8930799974452175E+003         -9.9789122824944620E-001         -9.9999810466127170E-001          1.9997853068285643E+000          8.5068950041100688E-001         -9.8999999999999986E+001         -1.0721254125672884E+001         -2.0356312381268648E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0721254125672884E+001         -2.0356312381268648E+001          1.0000000000000000E+000         -2.3170838190517610E-010          8.3206386030446517E+053         -7.4758656980785038E+034          0.0000000000000000E+000          0.0000000000000000E+000         -7.4758656980785038E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             475          4.2560078268280648E+007          1.8175414526109910E+005          1.9140289659298964E+004          1.5906755766701910E+000          3.7393226787865599E+000          8.6972595076446614E+003          5.8930926058489067E+003         -9.9787855436513340E-001         -9.9999810466626049E-001          1.9997808403844182E+000          8.5068950041100622E-001         -9.8999999999999986E+001         -1.0713377522370818E+001         -2.0356354841223645E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0713377522370818E+001         -2.0356354841223645E+001          1.0000000000000000E+000         -2.2752162514554776E-010          8.3206330569168073E+053         -7.6127129637131082E+034          0.0000000000000000E+000          0.0000000000000000E+000         -7.6127129637131082E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             480          4.2789160896013737E+007          1.8175471646798166E+005          1.9140319735795569E+004          1.5906755766705241E+000          3.7393143033934377E+000          8.6972693572704102E+003          5.8931052501421327E+003         -9.9786627900530556E-001         -9.9999810467126760E-001          1.9997763612437540E+000          8.5068950041100544E-001         -9.8999999999999986E+001         -1.0705773537635455E+001         -2.0356398196036512E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0705773537635455E+001         -2.0356398196036512E+001          1.0000000000000000E+000         -2.2355034353704494E-010          8.3206274950058279E+053         -7.7472006587381045E+034          0.0000000000000000E+000          0.0000000000000000E+000         -7.7472006587381045E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             485          4.3013940435388975E+007          1.8175528658847522E+005          1.9140349755042003E+004          1.5906755766708560E+000          3.7393059439690015E+000          8.6972791881389476E+003          5.8931178703757569E+003         -9.9785454862237288E-001         -9.9999810467626882E-001          1.9997718906431063E+000          8.5068950041100466E-001         -9.8999999999999986E+001         -1.0698519097445425E+001         -2.0356442296425929E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0698519097445425E+001         -2.0356442296425929E+001          1.0000000000000000E+000         -2.1982485786331282E-010          8.3206219436818667E+053         -7.8777212089272861E+034          0.0000000000000000E+000          0.0000000000000000E+000         -7.8777212089272861E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             490          4.3234130880527489E+007          1.8175585421605816E+005          1.9140379642979424E+004          1.5906755766711849E+000          3.7392976211360924E+000          8.6972889759971586E+003          5.8931304354150070E+003         -9.9784278320209485E-001         -9.9999810468125172E-001          1.9997674396115228E+000          8.5068950041100400E-001         -9.8999999999999986E+001         -1.0691537831256149E+001         -2.0356486887498914E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0691537831256149E+001         -2.0356486887498914E+001          1.0000000000000000E+000         -2.1629722305418529E-010          8.3206164166403089E+053         -8.0054035532682359E+034          0.0000000000000000E+000          0.0000000000000000E+000         -8.0054035532682359E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             495          4.3450884608865269E+007          1.8175642191567994E+005          1.9140409534663308E+004          1.5906755766715142E+000          3.7392892972859086E+000          8.6972987650737723E+003          5.8931430020378348E+003         -9.9783159861352211E-001         -9.9999810468623807E-001          1.9997629880359036E+000          8.5068950041100322E-001         -9.8999999999999986E+001         -1.0684751094827739E+001         -2.0356532091364262E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0684751094827739E+001         -2.0356532091364262E+001          1.0000000000000000E+000         -2.1292124820370087E-010          8.3206108889059310E+053         -8.1315122864447773E+034          0.0000000000000000E+000          0.0000000000000000E+000         -8.1315122864447773E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             500          4.3663432735606857E+007          1.8175698712658914E+005          1.9140439295260032E+004          1.5906755766718399E+000          3.7392810099650182E+000          8.6973085112128574E+003          5.8931555135594090E+003         -9.9782092455792437E-001         -9.9999810469120487E-001          1.9997585559960673E+000          8.5068950041100255E-001         -9.8999999999999986E+001         -1.0678311446883736E+001         -2.0356577686445991E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0678311446883736E+001         -2.0356577686445991E+001          1.0000000000000000E+000         -2.0976535454254969E-010          8.3206053854129253E+053         -8.2530090436270797E+034          0.0000000000000000E+000          0.0000000000000000E+000         -8.2530090436270797E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             505          4.3873702029882014E+007          1.8175755443269914E+005          1.9140469166130850E+004          1.5906755766721683E+000          3.7392726919624275E+000          8.6973182934565320E+003          5.8931680714493532E+003         -9.9781066644627636E-001         -9.9999810469619288E-001          1.9997541075477276E+000          8.5068950041100178E-001         -9.8999999999999986E+001         -1.0672108781084530E+001         -2.0356623943596009E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0672108781084530E+001         -2.0356623943596009E+001          1.0000000000000000E+000         -2.0676871915523615E-010          8.3205998615274184E+053         -8.3717517642032204E+034          0.0000000000000000E+000          0.0000000000000000E+000         -8.3717517642032204E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             510          4.4082100226083443E+007          1.8175812449634523E+005          1.9140499182149691E+004          1.5906755766725003E+000          3.7392643335672853E+000          8.6973281232253466E+003          5.8931806903689812E+003         -9.9780072438537148E-001         -9.9999810470120720E-001          1.9997496374975436E+000          8.5068950041100111E-001         -9.8999999999999986E+001         -1.0666248395286891E+001         -2.0356670954684123E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0666248395286891E+001         -2.0356670954684123E+001          1.0000000000000000E+000         -2.0397523427203308E-010          8.3205943108003226E+053         -8.4855127478735561E+034          0.0000000000000000E+000          0.0000000000000000E+000         -8.4855127478735561E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             515          4.4287760374814920E+007          1.8175869468119723E+005          1.9140529204503397E+004          1.5906755766728322E+000          3.7392559734343322E+000          8.6973379550601403E+003          5.8931933119604446E+003         -9.9779084106795313E-001         -9.9999810470622474E-001          1.9997451665179822E+000          8.5068950041100033E-001         -9.8999999999999986E+001         -1.0660407869357178E+001         -2.0356718512829534E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0660407869357178E+001         -2.0356718512829534E+001          1.0000000000000000E+000         -2.0122843820998769E-010          8.3205887589017504E+053         -8.6004262996259639E+034          0.0000000000000000E+000          0.0000000000000000E+000         -8.6004262996259639E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             520          4.4490452667833343E+007          1.8175926421914346E+005          1.9140559192748104E+004          1.5906755766731631E+000          3.7392476228256784E+000          8.6973477757162163E+003          5.8932059192208662E+003         -9.9778092470381308E-001         -9.9999810471123818E-001          1.9997407006319956E+000          8.5068950041099967E-001         -9.8999999999999986E+001         -1.0654578507046475E+001         -2.0356766453606674E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0654578507046475E+001         -2.0356766453606674E+001          1.0000000000000000E+000         -1.9852355950211770E-010          8.3205832133108070E+053         -8.7166719501433346E+034          0.0000000000000000E+000          0.0000000000000000E+000         -8.7166719501433346E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             525          4.4691493787117399E+007          1.8175983690872608E+005          1.9140589346890538E+004          1.5906755766734981E+000          3.7392392260470633E+000          8.6973576506924219E+003          5.8932185962344956E+003         -9.9777050053541116E-001         -9.9999810471627992E-001          1.9997362100544178E+000          8.5068950041099889E-001         -9.8999999999999986E+001         -1.0648522232066901E+001         -2.0356815037415718E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0648522232066901E+001         -2.0356815037415718E+001          1.0000000000000000E+000         -1.9575244474486656E-010          8.3205776370411248E+053         -8.8391060613857955E+034          0.0000000000000000E+000          0.0000000000000000E+000         -8.8391060613857955E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             530          4.4891074197924756E+007          1.8176041374698488E+005          1.9140619719427494E+004          1.5906755766738374E+000          3.7392307684806410E+000          8.6973675971804078E+003          5.8932313650715105E+003         -9.9775914665596077E-001         -9.9999810472135764E-001          1.9997316869676609E+000          8.5068950041099822E-001         -9.8999999999999986E+001         -1.0642037900309736E+001         -2.0356864213318179E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0642037900309736E+001         -2.0356864213318179E+001          1.0000000000000000E+000         -1.9282959406193986E-010          8.3205720203847084E+053         -8.9720989603662482E+034          0.0000000000000000E+000          0.0000000000000000E+000         -8.9720989603662482E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             535          4.5088231105007067E+007          1.8176099257477076E+005          1.9140650196671500E+004          1.5906755766741798E+000          3.7392222817843623E+000          8.6973775779493244E+003          5.8932441779370120E+003         -9.9774708434843773E-001         -9.9999810472645068E-001          1.9997271483023220E+000          8.5068950041099745E-001         -9.8999999999999986E+001         -1.0635091720880304E+001         -2.0356913856723796E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0635091720880304E+001         -2.0356913856723796E+001          1.0000000000000000E+000         -1.8974828711930989E-010          8.3205663843652725E+053         -9.1167829966154185E+034          0.0000000000000000E+000          0.0000000000000000E+000         -9.1167829966154185E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             540          4.5284073311289772E+007          1.8176157695402353E+005          1.9140680966169795E+004          1.5906755766745286E+000          3.7392137137343284E+000          8.6973876544174727E+003          5.8932571136774650E+003         -9.9773468937886689E-001         -9.9999810473158890E-001          1.9997225661291818E+000          8.5068950041099678E-001         -9.8999999999999986E+001         -1.0628002033683893E+001         -2.0356964076330055E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0628002033683893E+001         -2.0356964076330055E+001          1.0000000000000000E+000         -1.8665428196175458E-010          8.3205606943005357E+053         -9.2668621153156769E+034          0.0000000000000000E+000          0.0000000000000000E+000         -9.2668621153156769E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             545          4.5477545150181644E+007          1.8176216377629229E+005          1.9140711864251174E+004          1.5906755766748804E+000          3.7392051099068646E+000          8.6973977729852268E+003          5.8932701034843767E+003         -9.9772226928388019E-001         -9.9999810473674478E-001          1.9997179648223531E+000          8.5068950041099600E-001         -9.8999999999999986E+001         -1.0620883713913505E+001         -2.0357014585203626E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0620883713913505E+001         -2.0357014585203626E+001          1.0000000000000000E+000         -1.8359850000705136E-010          8.3205549804574931E+053         -9.4200329728368061E+034          0.0000000000000000E+000          0.0000000000000000E+000         -9.4200329728368061E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             550          4.5667202409628391E+007          1.8176274838157743E+005          1.9140742645551640E+004          1.5906755766752292E+000          3.7391965386256412E+000          8.6974078533002812E+003          5.8932830442047116E+003         -9.9771004091277726E-001         -9.9999810474187711E-001          1.9997133809211800E+000          8.5068950041099534E-001         -9.8999999999999986E+001         -1.0613949810786867E+001         -2.0357065156497665E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0613949810786867E+001         -2.0357065156497665E+001          1.0000000000000000E+000         -1.8066942163786312E-010          8.3205492882102328E+053         -9.5716701269194983E+034          0.0000000000000000E+000          0.0000000000000000E+000         -9.5716701269194983E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             555          4.5854030486621283E+007          1.8176333352447374E+005          1.9140773455109451E+004          1.5906755766755794E+000          3.7391879595035586E+000          8.6974179428600637E+003          5.8932959968137493E+003         -9.9769773763993297E-001         -9.9999810474700945E-001          1.9997087928267321E+000          8.5068950041099456E-001         -9.8999999999999986E+001         -1.0607046841702649E+001         -2.0357115575643267E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0607046841702649E+001         -2.0357115575643267E+001          1.0000000000000000E+000         -1.7779979915896686E-010          8.3205435907374671E+053         -9.7250555358513527E+034          0.0000000000000000E+000          0.0000000000000000E+000         -9.7250555358513527E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             560          4.6039334520668425E+007          1.8176392313921580E+005          1.9140804500073398E+004          1.5906755766759335E+000          3.7391793148590273E+000          8.6974281095018450E+003          5.8933090483987835E+003         -9.9768571122621041E-001         -9.9999810475217621E-001          1.9997041696910303E+000          8.5068950041099389E-001         -9.8999999999999986E+001         -1.0600246551666066E+001         -2.0357166461519288E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0600246551666066E+001         -2.0357166461519288E+001          1.0000000000000000E+000         -1.7501694152702504E-010          8.3205378497320822E+053         -9.8785633416388855E+034          0.0000000000000000E+000          0.0000000000000000E+000         -9.8785633416388855E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
